step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
2185,125458,4370,0.173957782,0.5,0.75,,,,,
2186,125524,4372,0.098855953,1,1,,,,,
2187,125590,4374,0.173029505,1,1,,,,,
2188,125640,4376,0.132151552,1,1,,,,,
2189,125674,4378,0.120873923,1,1,,,,,
2190,125708,4380,0.117769305,1,1,,,,,
2191,125726,4382,0.11300285,1,1,,,,,
2192,125792,4384,0.140281552,1,1,,,,,
2193,125858,4386,0.153159254,1,1,,,,,
2194,125924,4388,0.115818109,1,1,,,,,
2195,125974,4390,0.194273282,0,0.5,,,,,
2196,126040,4392,0.140422587,1,1,,,,,
2197,126106,4394,0.099125108,1,1,,,,,
2198,126172,4396,0.216883214,0.5,0.75,,,,,
2199,126238,4398,0.140007342,1,1,,,,,
2200,126288,4400,0.178820018,1,1,,,,,
2201,126386,4402,0.132678867,1,1,,,,,
2202,126436,4404,0.141823429,1,1,,,,,
2203,126470,4406,0.080492344,1,1,,,,,
2204,126504,4408,0.219559071,0.5,0.75,,,,,
2205,126554,4410,0.13108149,1,1,,,,,
2206,126652,4412,0.213483412,1,1,,,,,
2207,126718,4414,0.15714519,1,1,,,,,
2208,126768,4416,0.14853624,1,1,,,,,
2209,126818,4418,0.14950939,0.5,0.75,,,,,
2210,126852,4420,0.111713482,1,1,,,,,
2211,126966,4422,0.175057957,0.5,0.75,,,,,
2212,127000,4424,0.175056973,1,1,,,,,
2213,127050,4426,0.162183113,1,1,,,,,
2214,127100,4428,0.162138171,1,1,,,,,
2215,127166,4430,0.146854416,1,1,,,,,
2216,127264,4432,0.150097921,1,1,,,,,
2217,127330,4434,0.093335007,1,1,,,,,
2218,127396,4436,0.174183567,1,1,,,,,
2219,127462,4438,0.234938034,0.5,0.75,,,,,
2220,127512,4440,0.206734362,0.5,0.75,,,,,
2221,127610,4442,0.109841184,1,1,,,,,
2222,127660,4444,0.1275188,0.5,0.75,,,,,
2223,127710,4446,0.110475732,1,1,,,,,
2224,127744,4448,0.151334293,1,1,,,,,
2225,127778,4450,0.06617255,1,1,0.276212397,0.5,0.75,,
2226,127860,4452,0.227305571,1,1,,,,,
2227,127894,4454,0.195448167,0.5,0.75,,,,,
2228,127960,4456,0.145019776,1,1,,,,,
2229,128010,4458,0.12775245,0,0.5,,,,,
2230,128044,4460,0.108564602,1,1,,,,,
2231,128110,4462,0.141656265,0.5,0.75,,,,,
2232,128160,4464,0.127887362,1,1,,,,,
2233,128210,4466,0.207201821,1,1,,,,,
2234,128260,4468,0.245569095,1,1,,,,,
2235,128326,4470,0.117079981,0.5,0.75,,,,,
2236,128360,4472,0.144554442,1,1,,,,,
2237,128410,4474,0.139968308,1,1,,,,,
2238,128492,4476,0.159576698,1,1,,,,,
2239,128574,4478,0.125228513,1,1,,,,,
2240,128608,4480,0.120693428,1,1,,,,,
2241,128674,4482,0.111280943,1,1,,,,,
2242,128724,4484,0.091852818,0.5,0.75,,,,,
2243,128774,4486,0.119507637,1,1,,,,,
2244,128824,4488,0.149880978,0.5,0.75,,,,,
2245,128858,4490,0.08218808,1,1,,,,,
2246,128908,4492,0.094348321,1,1,,,,,
2247,128974,4494,0.17652385,0.5,0.75,,,,,
2248,129040,4496,0.166554849,0.5,0.75,,,,,
2249,129090,4498,0.133370172,0.5,0.75,,,,,
2250,129140,4500,0.258702944,0.5,0.75,,,,,
2251,129238,4502,0.14313606,1,1,,,,,
2252,129320,4504,0.249788334,1,1,,,,,
2253,129386,4506,0.09513235,1,1,,,,,
2254,129420,4508,0.118029531,1,1,,,,,
2255,129454,4510,0.135193977,0.5,0.75,,,,,
2256,129520,4512,0.116295723,1,1,,,,,
2257,129586,4514,0.196819247,1,1,,,,,
2258,129716,4516,0.149167507,1,1,,,,,
2259,129782,4518,0.074179912,1,1,,,,,
2260,129832,4520,0.141257622,1,1,,,,,
2261,129866,4522,0.071703532,1,1,,,,,
2262,129900,4524,0.115608499,1,1,,,,,
2263,129934,4526,0.11810846,0.5,0.75,,,,,
2264,130000,4528,0.130843094,1,1,,,,,
2265,130066,4530,0.14153353,1,1,,,,,
2266,130100,4532,0.188291855,1,1,,,,,
2267,130198,4534,0.143440581,0.5,0.75,,,,,
2268,130264,4536,0.165290874,1,1,,,,,
2269,130314,4538,0.107355462,1,1,,,,,
2270,130364,4540,0.112963792,1,1,,,,,
2271,130398,4542,0.113538883,1,1,,,,,
2272,130496,4544,0.226892349,0.5,0.75,,,,,
2273,130546,4546,0.155387011,1,1,,,,,
2274,130580,4548,0.166890827,1,1,,,,,
2275,130646,4550,0.204333836,1,1,,,,,
2276,130712,4552,0.13884431,1,1,,,,,
2277,130762,4554,0.090019754,1,1,,,,,
2278,130908,4556,0.177973799,0.5,0.75,,,,,
2279,130974,4558,0.110078801,1,1,,,,,
2280,131040,4560,0.16261982,1,1,,,,,
2281,131074,4562,0.133810041,1,1,,,,,
2282,131124,4564,0.147310279,0.5,0.75,,,,,
2283,131206,4566,0.138639996,1,1,,,,,
2284,131240,4568,0.23125551,1,1,,,,,
2285,131274,4570,0.148166268,1,1,,,,,
2286,131404,4572,0.181085907,1,1,,,,,
2287,131454,4574,0.127680431,1,1,,,,,
2288,131488,4576,0.117056377,1,1,,,,,
2289,131522,4578,0.111809151,1,1,,,,,
2290,131556,4580,0.142158869,1,1,,,,,
2291,131606,4582,0.227043615,0.5,0.75,,,,,
2292,131640,4584,0.09849443,1,1,,,,,
2293,131690,4586,0.15312783,1,1,,,,,
2294,131740,4588,0.137573997,1,1,,,,,
2295,131774,4590,0.161591743,1,1,,,,,
2296,131840,4592,0.131479795,1,1,,,,,
2297,131874,4594,0.147487825,1,1,,,,,
2298,131908,4596,0.190564628,1,1,,,,,
2299,131942,4598,0.155934079,1,1,,,,,
2300,132024,4600,0.163937162,0.5,0.75,,,,,
2301,132090,4602,0.12294989,1,1,,,,,
2302,132124,4604,0.086399547,1,1,,,,,
2303,132222,4606,0.148903674,1,1,,,,,
2304,132304,4608,0.14965043,1,1,,,,,
2305,132370,4610,0.156665522,1,1,,,,,
2306,132404,4612,0.139776535,1,1,,,,,
2307,132454,4614,0.143890576,1,1,,,,,
2308,132488,4616,0.126539217,1,1,,,,,
2309,132538,4618,0.109126912,1,1,,,,,
2310,132572,4620,0.072930078,1,1,,,,,
2311,132606,4622,0.081812256,1,1,,,,,
2312,132656,4624,0.172787601,1,1,,,,,
2313,132690,4626,0.138110337,1,1,,,,,
2314,132756,4628,0.103501383,1,1,,,,,
2315,132806,4630,0.076454528,1,1,,,,,
2316,132840,4632,0.13353609,1,1,,,,,
2317,132890,4634,0.166389563,1,1,,,,,
2318,132940,4636,0.134995498,1,1,,,,,
2319,133006,4638,0.076177777,1,1,,,,,
2320,133072,4640,0.137184777,0.5,0.75,,,,,
2321,133122,4642,0.116526224,1,1,,,,,
2322,133188,4644,0.193420439,0.5,0.75,,,,,
2323,133222,4646,0.096973321,1,1,,,,,
2324,133256,4648,0.147180871,1,1,,,,,
2325,133290,4650,0.202646636,1,1,,,,,
2326,133340,4652,0.063030769,1,1,,,,,
2327,133406,4654,0.206172072,0.5,0.75,0.131868577,1,1,,
2328,133456,4656,0.153826966,1,1,,,,,
2329,133522,4658,0.177355036,0.5,0.75,,,,,
2330,133556,4660,0.133544138,1,1,,,,,
2331,133670,4662,0.169194329,1,1,,,,,
2332,133704,4664,0.103864104,1,1,,,,,
2333,133770,4666,0.178298129,1,1,,,,,
2334,133804,4668,0.124948775,1,1,,,,,
2335,133870,4670,0.14824601,0.5,0.75,,,,,
2336,133920,4672,0.122164531,1,1,,,,,
2337,133954,4674,0.10508892,1,1,,,,,
2338,134020,4676,0.16861259,1,1,,,,,
2339,134054,4678,0.177007271,1,1,,,,,
2340,134104,4680,0.199885131,0.5,0.75,,,,,
2341,134138,4682,0.121692186,1,1,,,,,
2342,134204,4684,0.120176968,1,1,,,,,
2343,134286,4686,0.131579598,0.5,0.75,,,,,
2344,134336,4688,0.117677777,1,1,,,,,
2345,134370,4690,0.173692366,1,1,,,,,
2346,134452,4692,0.122947229,1,1,,,,,
2347,134502,4694,0.107013685,1,1,,,,,
2348,134536,4696,0.124549564,1,1,,,,,
2349,134570,4698,0.07385046,1,1,,,,,
2350,134636,4700,0.132518434,1,1,,,,,
2351,134670,4702,0.110796515,1,1,,,,,
2352,134704,4704,0.059898934,1,1,,,,,
2353,134754,4706,0.118803998,1,1,,,,,
2354,134900,4708,0.145771178,1,1,,,,,
2355,134934,4710,0.183485308,1,1,,,,,
2356,135016,4712,0.207557904,0,0.5,,,,,
2357,135082,4714,0.107799339,1,1,,,,,
2358,135132,4716,0.169893124,1,1,,,,,
2359,135182,4718,0.124633608,1,1,,,,,
2360,135216,4720,0.13439654,1,1,,,,,
2361,135266,4722,0.198722074,0.5,0.75,,,,,
2362,135316,4724,0.16754231,1,1,,,,,
2363,135366,4726,0.139438531,0.5,0.75,,,,,
2364,135432,4728,0.145712721,1,1,,,,,
2365,135498,4730,0.185066801,1,1,,,,,
2366,135580,4732,0.181652503,1,1,,,,,
2367,135662,4734,0.145840518,1,1,,,,,
2368,135712,4736,0.231239498,0.5,0.75,,,,,
2369,135810,4738,0.158340769,1,1,,,,,
2370,135940,4740,0.189474645,0.5,0.75,,,,,
2371,136022,4742,0.160439695,1,1,,,,,
2372,136056,4744,0.090954197,1,1,,,,,
2373,136138,4746,0.08026019,1,1,,,,,
2374,136204,4748,0.189002929,1,1,,,,,
2375,136318,4750,0.173784518,1,1,,,,,
2376,136384,4752,0.123493998,1,1,,,,,
2377,136450,4754,0.194355766,1,1,,,,,
2378,136500,4756,0.147318033,1,1,,,,,
2379,136534,4758,0.154163255,1,1,,,,,
2380,136616,4760,0.163427072,1,1,,,,,
2381,136698,4762,0.16780988,1,1,,,,,
2382,136732,4764,0.114178024,1,1,,,,,
2383,136782,4766,0.108797328,1,1,,,,,
2384,136832,4768,0.147149844,0.5,0.75,,,,,
2385,136882,4770,0.125278132,1,1,,,,,
2386,137028,4772,0.1619097,1,1,,,,,
2387,137078,4774,0.158602554,1,1,,,,,
2388,137144,4776,0.150157901,1,1,,,,,
2389,137178,4778,0.10766823,1,1,,,,,
2390,137212,4780,0.110053203,1,1,,,,,
2391,137262,4782,0.173088945,1,1,,,,,
2392,137296,4784,0.102945155,1,1,,,,,
2393,137330,4786,0.07446472,1,1,,,,,
2394,137364,4788,0.190359015,1,1,,,,,
2395,137414,4790,0.161725858,0.5,0.75,,,,,
2396,137464,4792,0.099760622,1,1,,,,,
2397,137498,4794,0.190200803,0.5,0.75,,,,,
2398,137532,4796,0.098540771,1,1,,,,,
2399,137566,4798,0.070817769,1,1,,,,,
2400,137616,4800,0.129120384,1,1,,,,,
2401,137682,4802,0.12914757,0.5,0.75,,,,,
2402,137732,4804,0.111334748,1,1,,,,,
2403,137782,4806,0.124361089,0.5,0.75,,,,,
2404,137832,4808,0.240693784,1,1,,,,,
2405,137882,4810,0.138527091,1,1,,,,,
2406,137916,4812,0.102043097,1,1,,,,,
2407,138030,4814,0.240667108,1,1,,,,,
2408,138080,4816,0.214608516,1,1,,,,,
2409,138114,4818,0.149273446,1,1,,,,,
2410,138164,4820,0.109905479,1,1,,,,,
2411,138214,4822,0.153785371,1,1,,,,,
2412,138280,4824,0.14366376,1,1,,,,,
2413,138330,4826,0.13015202,1,1,,,,,
2414,138380,4828,0.138648892,1,1,,,,,
2415,138414,4830,0.127165603,1,1,,,,,
2416,138512,4832,0.177003703,0.5,0.75,,,,,
2417,138610,4834,0.152592547,1,1,,,,,
2418,138644,4836,0.297042887,0.5,0.75,,,,,
2419,138694,4838,0.132637719,1,1,,,,,
2420,138744,4840,0.132014183,1,1,,,,,
2421,138794,4842,0.087495609,1,1,,,,,
2422,138828,4844,0.175665042,1,1,0.16293377,1,1,,
2423,138878,4846,0.230804446,0,0.5,,,,,
2424,138912,4848,0.122802714,1,1,,,,,
2425,138962,4850,0.150782227,1,1,,,,,
2426,139012,4852,0.116363716,1,1,,,,,
2427,139094,4854,0.189199973,1,1,,,,,
2428,139208,4856,0.194527146,1,1,,,,,
2429,139258,4858,0.147572696,1,1,,,,,
2430,139292,4860,0.051439765,1,1,,,,,
2431,139342,4862,0.156752872,1,1,,,,,
2432,139408,4864,0.214495602,1,1,,,,,
2433,139506,4866,0.138485949,0.5,0.75,,,,,
2434,139556,4868,0.208856964,0.5,0.75,,,,,
2435,139638,4870,0.189200042,1,1,,,,,
2436,139688,4872,0.130349502,1,1,,,,,
2437,139722,4874,0.109075394,1,1,,,,,
2438,139772,4876,0.167820078,0.5,0.75,,,,,
2439,139822,4878,0.139071412,0.5,0.75,,,,,
2440,139904,4880,0.156346591,0.5,0.75,,,,,
2441,139970,4882,0.199557622,1,1,,,,,
2442,140052,4884,0.141843956,0.5,0.75,,,,,
2443,140134,4886,0.138378368,1,1,,,,,
2444,140184,4888,0.210208798,0.5,0.75,,,,,
2445,140250,4890,0.098864719,1,1,,,,,
2446,140284,4892,0.100839323,1,1,,,,,
2447,140350,4894,0.132693227,1,1,,,,,
2448,140448,4896,0.165800108,1,1,,,,,
2449,140514,4898,0.063970123,1,1,,,,,
2450,140564,4900,0.087245856,1,1,,,,,
2451,140598,4902,0.324726987,0.5,0.75,,,,,
2452,140680,4904,0.145586566,0.5,0.75,,,,,
2453,140762,4906,0.158718607,1,1,,,,,
2454,140828,4908,0.14148878,1,1,,,,,
2455,140894,4910,0.191250709,0.5,0.75,,,,,
2456,140944,4912,0.095635196,1,1,,,,,
2457,141010,4914,0.09161919,1,1,,,,,
2458,141108,4916,0.158453137,0.5,0.75,,,,,
2459,141142,4918,0.102653657,1,1,,,,,
2460,141240,4920,0.120247671,0.5,0.75,,,,,
2461,141274,4922,0.211859087,0.5,0.75,,,,,
2462,141340,4924,0.082903114,1,1,,,,,
2463,141390,4926,0.117563936,1,1,,,,,
2464,141456,4928,0.102862176,1,1,,,,,
2465,141554,4930,0.166863535,0.5,0.75,,,,,
2466,141604,4932,0.142815529,1,1,,,,,
2467,141654,4934,0.134731947,1,1,,,,,
2468,141752,4936,0.218847678,1,1,,,,,
2469,141786,4938,0.105032327,1,1,,,,,
2470,141868,4940,0.112261292,1,1,,,,,
2471,141918,4942,0.23421886,0.5,0.75,,,,,
2472,141952,4944,0.098117117,1,1,,,,,
2473,142034,4946,0.085611006,1,1,,,,,
2474,142084,4948,0.105028159,1,1,,,,,
2475,142134,4950,0.082406045,1,1,,,,,
2476,142200,4952,0.142975949,0.5,0.75,,,,,
2477,142266,4954,0.087529868,1,1,,,,,
2478,142332,4956,0.129828123,1,1,,,,,
2479,142430,4958,0.173667713,1,1,,,,,
2480,142464,4960,0.212181073,0.5,0.75,,,,,
2481,142498,4962,0.057295745,1,1,,,,,
2482,142532,4964,0.137674335,1,1,,,,,
2483,142582,4966,0.153983478,1,1,,,,,
2484,142648,4968,0.182118926,1,1,,,,,
2485,142698,4970,0.156222769,1,1,,,,,
2486,142780,4972,0.177079149,0.5,0.75,,,,,
2487,142830,4974,0.212325546,1,1,,,,,
2488,142880,4976,0.246368605,0.5,0.75,,,,,
2489,143154,4978,0.223647591,1,1,,,,,
2490,143204,4980,0.21110972,1,1,,,,,
2491,143254,4982,0.058943413,1,1,,,,,
2492,143320,4984,0.246118009,1,1,,,,,
2493,143434,4986,0.218457907,0.5,0.75,,,,,
2494,143484,4988,0.163177132,0.5,0.75,,,,,
2495,143550,4990,0.250973868,0.5,0.75,,,,,
2496,143616,4992,0.172761504,1,1,,,,,
2497,143730,4994,0.139917235,1,1,,,,,
2498,143780,4996,0.178213506,1,1,,,,,
2499,143894,4998,0.071093969,1,1,,,,,
2500,143944,5000,0.231787474,0.5,0.75,,,,,
2501,143978,5002,0.123011072,1,1,,,,,
2502,144044,5004,0.123440064,1,1,,,,,
2503,144078,5006,0.135791289,1,1,,,,,
2504,144128,5008,0.194938778,1,1,,,,,
2505,144178,5010,0.138703477,1,1,,,,,
2506,144212,5012,0.143296737,1,1,,,,,
2507,144246,5014,0.052770147,1,1,,,,,
2508,144312,5016,0.146848079,0.5,0.75,,,,,
2509,144362,5018,0.118025972,1,1,,,,,
2510,144428,5020,0.144405312,1,1,,,,,
2511,144462,5022,0.26724274,1,1,,,,,
2512,144576,5024,0.098397356,1,1,,,,,
2513,144626,5026,0.195518196,1,1,0.321002829,0.5,0.75,,
2514,144676,5028,0.120341078,1,1,,,,,
2515,144742,5030,0.068104492,1,1,,,,,
2516,144808,5032,0.140734582,1,1,,,,,
2517,144874,5034,0.134658471,1,1,,,,,
2518,145004,5036,0.200813772,1,1,,,,,
2519,145038,5038,0.101577722,1,1,,,,,
2520,145072,5040,0.150409866,1,1,,,,,
2521,145138,5042,0.166799568,1,1,,,,,
2522,145204,5044,0.110724097,1,1,,,,,
2523,145238,5046,0.187152957,1,1,,,,,
2524,145288,5048,0.163720997,0.5,0.75,,,,,
2525,145322,5050,0.140571371,1,1,,,,,
2526,145468,5052,0.207611151,0.5,0.75,,,,,
2527,145566,5054,0.147439656,1,1,,,,,
2528,145616,5056,0.09625197,1,1,,,,,
2529,145698,5058,0.201196996,0,0.5,,,,,
2530,145732,5060,0.117637274,1,1,,,,,
2531,145766,5062,0.098157838,1,1,,,,,
2532,145816,5064,0.125541429,1,1,,,,,
2533,145866,5066,0.140838901,1,1,,,,,
2534,145900,5068,0.116781676,1,1,,,,,
2535,145982,5070,0.097342514,1,1,,,,,
2536,146016,5072,0.172527476,1,1,,,,,
2537,146066,5074,0.251558743,0.5,0.75,,,,,
2538,146100,5076,0.101518249,1,1,,,,,
2539,146166,5078,0.134812488,1,1,,,,,
2540,146248,5080,0.135930633,1,1,,,,,
2541,146282,5082,0.042268817,1,1,,,,,
2542,146348,5084,0.158735422,1,1,,,,,
2543,146398,5086,0.170007746,1,1,,,,,
2544,146448,5088,0.098235639,1,1,,,,,
2545,146626,5090,0.177276349,1,1,,,,,
2546,146676,5092,0.094411945,1,1,,,,,
2547,146822,5094,0.177846933,1,1,,,,,
2548,146856,5096,0.1588555,1,1,,,,,
2549,146938,5098,0.218404054,1,1,,,,,
2550,147004,5100,0.157346632,0.5,0.75,,,,,
2551,147054,5102,0.203180535,1,1,,,,,
2552,147120,5104,0.121627197,1,1,,,,,
2553,147170,5106,0.088545032,1,1,,,,,
2554,147236,5108,0.067388433,0.5,0.75,,,,,
2555,147366,5110,0.188554008,1,1,,,,,
2556,147416,5112,0.1291936,1,1,,,,,
2557,147450,5114,0.170721771,1,1,,,,,
2558,147548,5116,0.122059922,0.5,0.75,,,,,
2559,147582,5118,0.128314195,1,1,,,,,
2560,147712,5120,0.194248185,1,1,,,,,
2561,147746,5122,0.20783402,0.5,0.75,,,,,
2562,147780,5124,0.146312746,1,1,,,,,
2563,147862,5126,0.159596985,1,1,,,,,
2564,147912,5128,0.127568499,1,1,,,,,
2565,147946,5130,0.104633788,1,1,,,,,
2566,148028,5132,0.182775326,1,1,,,,,
2567,148110,5134,0.167381846,1,1,,,,,
2568,148272,5136,0.172558339,0,0.5,,,,,
2569,148306,5138,0.226287986,1,1,,,,,
2570,148340,5140,0.178323212,1,1,,,,,
2571,148422,5142,0.135395272,1,1,,,,,
2572,148504,5144,0.158104478,0.5,0.75,,,,,
2573,148554,5146,0.13531408,1,1,,,,,
2574,148604,5148,0.131890157,1,1,,,,,
2575,148654,5150,0.153476752,1,1,,,,,
2576,148704,5152,0.116928382,1,1,,,,,
2577,148754,5154,0.128872449,1,1,,,,,
2578,148804,5156,0.127463737,0.5,0.75,,,,,
2579,148854,5158,0.071136454,1,1,,,,,
2580,149032,5160,0.150407531,1,1,,,,,
2581,149098,5162,0.186208547,0.5,0.75,,,,,
2582,149164,5164,0.14057252,1,1,,,,,
2583,149230,5166,0.222946071,0.5,0.75,,,,,
2584,149312,5168,0.112740375,1,1,,,,,
2585,149378,5170,0.168339155,1,1,,,,,
2586,149428,5172,0.095833764,1,1,,,,,
2587,149462,5174,0.119334407,1,1,,,,,
2588,149512,5176,0.13213589,1,1,,,,,
2589,149626,5178,0.183759393,1,1,,,,,
2590,149660,5180,0.130262008,1,1,,,,,
2591,149694,5182,0.079784019,1,1,,,,,
2592,149744,5184,0.117607358,1,1,,,,,
2593,149810,5186,0.154961801,1,1,,,,,
2594,149844,5188,0.214377856,1,1,,,,,
2595,149910,5190,0.189547193,1,1,,,,,
2596,149960,5192,0.120922879,1,1,,,,,
2597,149994,5194,0.10204382,1,1,,,,,
2598,150060,5196,0.119954145,1,1,,,,,
2599,150142,5198,0.141888318,1,1,,,,,
2600,150192,5200,0.090747223,1,1,,,,,
2601,150226,5202,0.12508379,1,1,,,,,
2602,150308,5204,0.150959834,1,1,0.243857161,1,1,,
2603,150342,5206,0.184199747,1,1,,,,,
2604,150424,5208,0.097124238,1,1,,,,,
2605,150490,5210,0.133507179,1,1,,,,,
2606,150524,5212,0.167395665,1,1,,,,,
2607,150558,5214,0.09133909,1,1,,,,,
2608,150656,5216,0.153858219,1,1,,,,,
2609,150770,5218,0.15496818,1,1,,,,,
2610,150852,5220,0.154923164,1,1,,,,,
2611,150966,5222,0.166744819,1,1,,,,,
2612,151016,5224,0.130385694,1,1,,,,,
2613,151066,5226,0.128637254,1,1,,,,,
2614,151164,5228,0.147132484,1,1,,,,,
2615,151214,5230,0.226485233,0.5,0.75,,,,,
2616,151264,5232,0.122195408,1,1,,,,,
2617,151314,5234,0.083990678,1,1,,,,,
2618,151380,5236,0.155959831,1,1,,,,,
2619,151430,5238,0.142925604,1,1,,,,,
2620,151496,5240,0.090061135,1,1,,,,,
2621,151546,5242,0.143939867,1,1,,,,,
2622,151580,5244,0.128399201,1,1,,,,,
2623,151630,5246,0.18935675,1,1,,,,,
2624,151680,5248,0.128097711,1,1,,,,,
2625,151826,5250,0.159372335,1,1,,,,,
2626,151892,5252,0.169823099,0.5,0.75,,,,,
2627,152198,5254,0.185261676,1,1,,,,,
2628,152248,5256,0.094456244,1,1,,,,,
2629,152314,5258,0.237995472,1,1,,,,,
2630,152396,5260,0.151876596,1,1,,,,,
2631,152462,5262,0.177213299,0.5,0.75,,,,,
2632,152512,5264,0.22967001,1,1,,,,,
2633,152562,5266,0.207906555,1,1,,,,,
2634,152612,5268,0.084086693,1,1,,,,,
2635,152646,5270,0.086303483,1,1,,,,,
2636,152680,5272,0.136933756,1,1,,,,,
2637,152730,5274,0.135241955,0.5,0.75,,,,,
2638,152796,5276,0.156738481,1,1,,,,,
2639,152846,5278,0.106423149,1,1,,,,,
2640,152944,5280,0.141864889,0.5,0.75,,,,,
2641,152978,5282,0.068960417,1,1,,,,,
2642,153028,5284,0.094041311,1,1,,,,,
2643,153062,5286,0.108643942,1,1,,,,,
2644,153112,5288,0.159107259,1,1,,,,,
2645,153178,5290,0.129048337,1,1,,,,,
2646,153228,5292,0.141583432,0.5,0.75,,,,,
2647,153262,5294,0.138352699,1,1,,,,,
2648,153312,5296,0.092668348,1,1,,,,,
2649,153362,5298,0.191588394,1,1,,,,,
2650,153412,5300,0.126175383,1,1,,,,,
2651,153478,5302,0.182061588,1,1,,,,,
2652,153528,5304,0.113410112,1,1,,,,,
2653,153562,5306,0.181761491,1,1,,,,,
2654,153596,5308,0.054760919,1,1,,,,,
2655,153678,5310,0.101474502,1,1,,,,,
2656,153744,5312,0.120573206,1,1,,,,,
2657,153778,5314,0.173472017,1,1,,,,,
2658,153860,5316,0.130579569,1,1,,,,,
2659,153910,5318,0.195005877,0.5,0.75,,,,,
2660,154008,5320,0.215624985,1,1,,,,,
2661,154058,5322,0.141303848,1,1,,,,,
2662,154108,5324,0.122256396,1,1,,,,,
2663,154206,5326,0.175382987,0.5,0.75,,,,,
2664,154368,5328,0.129435651,1,1,,,,,
2665,154498,5330,0.228690365,1,1,,,,,
2666,154548,5332,0.098773119,1,1,,,,,
2667,154598,5334,0.178431914,1,1,,,,,
2668,154648,5336,0.195605519,1,1,,,,,
2669,154682,5338,0.375045365,0.5,0.75,,,,,
2670,154716,5340,0.146171249,1,1,,,,,
2671,154750,5342,0.152963823,1,1,,,,,
2672,154832,5344,0.200142383,1,1,,,,,
2673,154898,5346,0.137449636,1,1,,,,,
2674,154948,5348,0.122187219,1,1,,,,,
2675,154982,5350,0.12556091,1,1,,,,,
2676,155048,5352,0.136604306,1,1,,,,,
2677,155146,5354,0.148961855,1,1,,,,,
2678,155212,5356,0.098250467,1,1,,,,,
2679,155262,5358,0.117144257,1,1,,,,,
2680,155296,5360,0.149366473,0.5,0.75,,,,,
2681,155330,5362,0.128071321,1,1,,,,,
2682,155396,5364,0.099063083,1,1,,,,,
2683,155446,5366,0.161910097,0.5,0.75,,,,,
2684,155480,5368,0.086989431,1,1,,,,,
2685,155530,5370,0.136194261,1,1,,,,,
2686,155660,5372,0.157176109,1,1,,,,,
2687,155742,5374,0.145653917,1,1,,,,,
2688,155808,5376,0.164104115,1,1,,,,,
2689,155890,5378,0.14703158,1,1,,,,,
2690,155940,5380,0.165117829,0.5,0.75,,,,,
2691,156102,5382,0.157291894,1,1,0.168086138,1,1,,
2692,156136,5384,0.403182629,0.5,0.75,,,,,
2693,156170,5386,0.092884276,1,1,,,,,
2694,156268,5388,0.144469298,1,1,,,,,
2695,156318,5390,0.065484171,1,1,,,,,
2696,156400,5392,0.171873412,1,1,,,,,
2697,156450,5394,0.122946627,1,1,,,,,
2698,156516,5396,0.134585152,1,1,,,,,
2699,156550,5398,0.260400779,1,1,,,,,
2700,156616,5400,0.157729074,1,1,,,,,
2701,156666,5402,0.163053907,1,1,,,,,
2702,156700,5404,0.12278743,1,1,,,,,
2703,156766,5406,0.124949657,1,1,,,,,
2704,156800,5408,0.155084088,0.5,0.75,,,,,
2705,156850,5410,0.219257168,0.5,0.75,,,,,
2706,156884,5412,0.091883125,1,1,,,,,
2707,156934,5414,0.105342324,1,1,,,,,
2708,156968,5416,0.1480583,1,1,,,,,
2709,157002,5418,0.195821506,1,1,,,,,
2710,157068,5420,0.164664938,1,1,,,,,
2711,157118,5422,0.241536804,0.5,0.75,,,,,
2712,157216,5424,0.191156801,1,1,,,,,
2713,157266,5426,0.173841651,1,1,,,,,
2714,157348,5428,0.099968641,1,1,,,,,
2715,157382,5430,0.186710726,1,1,,,,,
2716,157432,5432,0.171437469,1,1,,,,,
2717,157498,5434,0.144293493,1,1,,,,,
2718,157596,5436,0.177906091,1,1,,,,,
2719,157662,5438,0.135516782,1,1,,,,,
2720,157728,5440,0.146364072,1,1,,,,,
2721,157778,5442,0.113098056,1,1,,,,,
2722,157844,5444,0.131213953,1,1,,,,,
2723,157910,5446,0.088138024,1,1,,,,,
2724,157960,5448,0.217392598,1,1,,,,,
2725,158026,5450,0.155874878,1,1,,,,,
2726,158092,5452,0.184614617,0.5,0.75,,,,,
2727,158142,5454,0.109270443,1,1,,,,,
2728,158192,5456,0.120423674,1,1,,,,,
2729,158274,5458,0.219059469,0.5,0.75,,,,,
2730,158324,5460,0.223287085,0.5,0.75,,,,,
2731,158358,5462,0.106632299,1,1,,,,,
2732,158408,5464,0.135803939,1,1,,,,,
2733,158458,5466,0.157870668,1,1,,,,,
2734,158524,5468,0.139798334,1,1,,,,,
2735,158574,5470,0.162267872,1,1,,,,,
2736,158656,5472,0.235341404,1,1,,,,,
2737,158722,5474,0.07400718,1,1,,,,,
2738,158772,5476,0.171669405,0.5,0.75,,,,,
2739,158886,5478,0.176066043,1,1,,,,,
2740,159000,5480,0.22114842,1,1,,,,,
2741,159034,5482,0.132703536,1,1,,,,,
2742,159084,5484,0.167916328,1,1,,,,,
2743,159134,5486,0.123187793,1,1,,,,,
2744,159248,5488,0.235622477,0.5,0.75,,,,,
